Note,Contains haystack tags and custom tags
EBU3B.RM-1155..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1155..CLGPID-O,zone cooling cmd
EBU3B.RM-1155..DPR-C,discharge air damper cmd
EBU3B.RM-1155..DMPR-POS,discharge air damper sensor
EBU3B.RM-1155..HTGPID-O,zone heating cmd
EBU3B.RM-1155..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1155..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1155..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1155..OCC-CMD,zone occupied cmd
EBU3B.RM-1155..RH-VLV,reheat valve cmd
EBU3B.RM-1155..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1155..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1155..COMMONSP,zone air temp sp
EBU3B.RM-1155..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1155..ZN-T,zone air temp sensor
EBU3B.RM-1156..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1156..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1156..CLGPID-O,zone cooling cmd
EBU3B.RM-1156..DPR-C,discharge air damper cmd
EBU3B.RM-1156..DMPR-POS,discharge air damper sensor
EBU3B.RM-1156..HTGPID-O,zone heating cmd
EBU3B.RM-1156..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1156..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1156..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1156..OCC-CMD,zone occupied cmd
EBU3B.RM-1156..RH-VLV,reheat valve cmd
EBU3B.RM-1156..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1156..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1156..COMMONSP,zone air temp sp
EBU3B.RM-1156..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1156..ZN-T,zone air temp sensor
EBU3B.RM-1200A..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1200A..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1200A..CLGPID-O,zone cooling cmd
EBU3B.RM-1200A..DPR-C,discharge air damper cmd
EBU3B.RM-1200A..DMPR-POS,discharge air damper sensor
EBU3B.RM-1200A..HTGPID-O,zone heating cmd
EBU3B.RM-1200A..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1200A..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1200A..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1200A..OCC-CMD,zone occupied cmd
EBU3B.RM-1200A..RH-VLV,reheat valve cmd
EBU3B.RM-1200A..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1200A..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1200A..COMMONSP,zone air temp sp
EBU3B.RM-1200A..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1200A..ZN-T,zone air temp sensor
EBU3B.RM-1200B..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1200B..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1200B..CLGPID-O,zone cooling cmd
EBU3B.RM-1200B..DPR-C,discharge air damper cmd
EBU3B.RM-1200B..DMPR-POS,discharge air damper sensor
EBU3B.RM-1200B..FAN-C,discharge air fan cmd
EBU3B.RM-1200B..HTGPID-O,zone heating cmd
EBU3B.RM-1200B..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1200B..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1200B..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1200B..OCC-CMD,zone occupied cmd
EBU3B.RM-1200B..RH-VLV,reheat valve cmd
EBU3B.RM-1200B..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1200B..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1200B..COMMONSP,zone air temp sp
EBU3B.RM-1200B..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1200B..ZN-T,zone air temp sensor
EBU3B.RM-1200C..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1200C..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1200C..CLGPID-O,zone cooling cmd
EBU3B.RM-1200C..DPR-C,discharge air damper cmd
EBU3B.RM-1200C..DMPR-POS,discharge air damper sensor
EBU3B.RM-1200C..HTGPID-O,zone heating cmd
EBU3B.RM-1200C..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1200C..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1200C..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1200C..OCC-CMD,zone occupied cmd
EBU3B.RM-1200C..RH-VLV,reheat valve cmd
EBU3B.RM-1200C..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1200C..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1200C..COMMONSP,zone air temp sp
EBU3B.RM-1200C..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1200C..ZN-T,zone air temp sensor
EBU3B.RM-1203..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1203..CLGPID-O,zone cooling cmd
EBU3B.RM-1203..DPR-C,discharge air damper cmd
EBU3B.RM-1203..DMPR-POS,discharge air damper sensor
EBU3B.RM-1203..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1203..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1203..OCC-CMD,zone occupied cmd
EBU3B.RM-1203..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1203..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1203..COMMONSP,zone air temp sp
EBU3B.RM-1203..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1203..ZN-T,zone air temp sensor
EBU3B.RM-1207..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1207..CLGPID-O,zone cooling cmd
EBU3B.RM-1207..DPR-C,discharge air damper cmd
EBU3B.RM-1207..DMPR-POS,discharge air damper sensor
EBU3B.RM-1207..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1207..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1207..OCC-CMD,zone occupied cmd
EBU3B.RM-1207..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1207..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1207..COMMONSP,zone air temp sp
EBU3B.RM-1207..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1207..ZN-T,zone air temp sensor
EBU3B.RM-1208..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1208..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1208..CLGPID-O,zone cooling cmd
EBU3B.RM-1208..DPR-C,discharge air damper cmd
EBU3B.RM-1208..DMPR-POS,discharge air damper sensor
EBU3B.RM-1208..EF2-C,exhaust air fan cmd
EBU3B.RM-1208..EF2-S,exhaust air fan sensor
EBU3B.RM-1208..HTGPID-O,zone heating cmd
EBU3B.RM-1208..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1208..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1208..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1208..OCC-CMD,zone occupied cmd
EBU3B.RM-1208..RH-VLV,reheat valve cmd
EBU3B.RM-1208..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1208..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1208..COMMONSP,zone air temp sp
EBU3B.RM-1208..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1208..ZN-T,zone air temp sensor
EBU3B.RM-1208B..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1208B..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1208B..CLGPID-O,zone cooling cmd
EBU3B.RM-1208B..DPR-C,discharge air damper cmd
EBU3B.RM-1208B..DMPR-POS,discharge air damper sensor
EBU3B.RM-1208B..HTGPID-O,zone heating cmd
EBU3B.RM-1208B..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1208B..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1208B..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1208B..OCC-CMD,zone occupied cmd
EBU3B.RM-1208B..RH-VLV,reheat valve cmd
EBU3B.RM-1208B..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1208B..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1208B..COMMONSP,zone air temp sp
EBU3B.RM-1208B..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1208B..ZN-T,zone air temp sensor
EBU3B.RM-1212..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1212..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1212..CLGPID-O,zone cooling cmd
EBU3B.RM-1212..DPR-C,discharge air damper cmd
EBU3B.RM-1212..DMPR-POS,discharge air damper sensor
EBU3B.RM-1212..HTGPID-O,zone heating cmd
EBU3B.RM-1212..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1212..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1212..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1212..OCC-CMD,zone occupied cmd
EBU3B.RM-1212..RH-VLV,reheat valve cmd
EBU3B.RM-1212..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1212..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1212..COMMONSP,zone air temp sp
EBU3B.RM-1212..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1212..ZN-T,zone air temp sensor
EBU3B.RM-1213..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1213..CLGPID-O,zone cooling cmd
EBU3B.RM-1213..DPR-C,discharge air damper cmd
EBU3B.RM-1213..DMPR-POS,discharge air damper sensor
EBU3B.RM-1213..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1213..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1213..OCC-CMD,zone occupied cmd
EBU3B.RM-1213..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1213..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1213..COMMONSP,zone air temp sp
EBU3B.RM-1213..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1213..ZN-T,zone air temp sensor
EBU3B.RM-1213A..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1213A..CLGPID-O,zone cooling cmd
EBU3B.RM-1213A..DPR-C,discharge air damper cmd
EBU3B.RM-1213A..DMPR-POS,discharge air damper sensor
EBU3B.RM-1213A..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1213A..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1213A..OCC-CMD,zone occupied cmd
EBU3B.RM-1213A..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1213A..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1213A..COMMONSP,zone air temp sp
EBU3B.RM-1213A..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1213A..ZN-T,zone air temp sensor
EBU3B.RM-1217..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1217..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1217..CLGPID-O,zone cooling cmd
EBU3B.RM-1217..DPR-C,discharge air damper cmd
EBU3B.RM-1217..DMPR-POS,discharge air damper sensor
EBU3B.RM-1217..HTGPID-O,zone heating cmd
EBU3B.RM-1217..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1217..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1217..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1217..OCC-CMD,zone occupied cmd
EBU3B.RM-1217..RH-VLV,reheat valve cmd
EBU3B.RM-1217..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1217..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1217..COMMONSP,zone air temp sp
EBU3B.RM-1217..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1217..ZN-T,zone air temp sensor
EBU3B.RM-1218..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1218..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1218..CLGPID-O,zone cooling cmd
EBU3B.RM-1218..DPR-C,discharge air damper cmd
EBU3B.RM-1218..DMPR-POS,discharge air damper sensor
EBU3B.RM-1218..HTGPID-O,zone heating cmd
EBU3B.RM-1218..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1218..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1218..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1218..OCC-CMD,zone occupied cmd
EBU3B.RM-1218..RH-VLV,reheat valve cmd
EBU3B.RM-1218..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1218..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1218..COMMONSP,zone air temp sp
EBU3B.RM-1218..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1218..ZN-T,zone air temp sensor
EBU3B.RM-1221..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1221..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1221..CLGPID-O,zone cooling cmd
EBU3B.RM-1221..DPR-C,discharge air damper cmd
EBU3B.RM-1221..DMPR-POS,discharge air damper sensor
EBU3B.RM-1221..HTGPID-O,zone heating cmd
EBU3B.RM-1221..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1221..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1221..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1221..OCC-CMD,zone occupied cmd
EBU3B.RM-1221..RH-VLV,reheat valve cmd
EBU3B.RM-1221..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1221..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1221..COMMONSP,zone air temp sp
EBU3B.RM-1221..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1221..ZN-T,zone air temp sensor
EBU3B.RM-1223..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1223..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1223..CLGPID-O,zone cooling cmd
EBU3B.RM-1223..DPR-C,discharge air damper cmd
EBU3B.RM-1223..DMPR-POS,discharge air damper sensor
EBU3B.RM-1223..HTGPID-O,zone heating cmd
EBU3B.RM-1223..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1223..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1223..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1223..OCC-CMD,zone occupied cmd
EBU3B.RM-1223..RH-VLV,reheat valve cmd
EBU3B.RM-1223..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1223..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1223..COMMONSP,zone air temp sp
EBU3B.RM-1223..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1223..ZN-T,zone air temp sensor
EBU3B.RM-1224..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1224..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1224..CLGPID-O,zone cooling cmd
EBU3B.RM-1224..DPR-C,discharge air damper cmd
EBU3B.RM-1224..DMPR-POS,discharge air damper sensor
EBU3B.RM-1224..HTGPID-O,zone heating cmd
EBU3B.RM-1224..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1224..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1224..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1224..OCC-CMD,zone occupied cmd
EBU3B.RM-1224..RH-VLV,reheat valve cmd
EBU3B.RM-1224..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1224..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1224..COMMONSP,zone air temp sp
EBU3B.RM-1224..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1224..ZN-T,zone air temp sensor
EBU3B.RM-1229..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1229..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1229..CLGPID-O,zone cooling cmd
EBU3B.RM-1229..DPR-C,discharge air damper cmd
EBU3B.RM-1229..DMPR-POS,discharge air damper sensor
EBU3B.RM-1229..HTGPID-O,zone heating cmd
EBU3B.RM-1229..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1229..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1229..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1229..OCC-CMD,zone occupied cmd
EBU3B.RM-1229..RH-VLV,reheat valve cmd
EBU3B.RM-1229..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1229..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1229..COMMONSP,zone air temp sp
EBU3B.RM-1229..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1229..ZN-T,zone air temp sensor
EBU3B.RM-1230..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1230..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1230..CLGPID-O,zone cooling cmd
EBU3B.RM-1230..DPR-C,discharge air damper cmd
EBU3B.RM-1230..DMPR-POS,discharge air damper sensor
EBU3B.RM-1230..HTGPID-O,zone heating cmd
EBU3B.RM-1230..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1230..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1230..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1230..OCC-CMD,zone occupied cmd
EBU3B.RM-1230..RH-VLV,reheat valve cmd
EBU3B.RM-1230..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1230..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1230..COMMONSP,zone air temp sp
EBU3B.RM-1230..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1230..ZN-T,zone air temp sensor
EBU3B.RM-1231..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1231..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1231..CLGPID-O,zone cooling cmd
EBU3B.RM-1231..DPR-C,discharge air damper cmd
EBU3B.RM-1231..DMPR-POS,discharge air damper sensor
EBU3B.RM-1231..HTGPID-O,zone heating cmd
EBU3B.RM-1231..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1231..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1231..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1231..OCC-CMD,zone occupied cmd
EBU3B.RM-1231..RH-VLV,reheat valve cmd
EBU3B.RM-1231..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1231..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1231..COMMONSP,zone air temp sp
EBU3B.RM-1231..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1231..ZN-T,zone air temp sensor
EBU3B.RM-1236..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-1236..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-1236..CLGPID-O,zone cooling cmd
EBU3B.RM-1236..DPR-C,discharge air damper cmd
EBU3B.RM-1236..DMPR-POS,discharge air damper sensor
EBU3B.RM-1236..HTGPID-O,zone heating cmd
EBU3B.RM-1236..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-1236..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-1236..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-1236..OCC-CMD,zone occupied cmd
EBU3B.RM-1236..RH-VLV,reheat valve cmd
EBU3B.RM-1236..SUP-FLOW,discharge air flow sensor
EBU3B.RM-1236..SUPFLO-SP,discharge air flow sp
EBU3B.RM-1236..COMMONSP,zone air temp sp
EBU3B.RM-1236..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-1236..ZN-T,zone air temp sensor
EBU3B.RM-210..CO2-Hi Alarm,zone air co2 high alarm
EBU3B.RM-2102..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2102..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2102..CLGPID-O,zone cooling cmd
EBU3B.RM-2102..DPR-C,discharge air damper cmd
EBU3B.RM-2102..DMPR-POS,discharge air damper sensor
EBU3B.RM-2102..HTGPID-O,zone heating cmd
EBU3B.RM-2102..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2102..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2102..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2102..OCC-CMD,zone occupied cmd
EBU3B.RM-2102..RH-VLV,reheat valve cmd
EBU3B.RM-2102..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2102..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2102..COMMONSP,zone air temp sp
EBU3B.RM-2102..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2102..ZN-T,zone air temp sensor
EBU3B.RM-2105..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2105..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2105..CLGPID-O,zone cooling cmd
EBU3B.RM-2105..DPR-C,discharge air damper cmd
EBU3B.RM-2105..DMPR-POS,discharge air damper sensor
EBU3B.RM-2105..HTGPID-O,zone heating cmd
EBU3B.RM-2105..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2105..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2105..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2105..OCC-CMD,zone occupied cmd
EBU3B.RM-2105..RH-VLV,reheat valve cmd
EBU3B.RM-2105..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2105..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2105..COMMONSP,zone air temp sp
EBU3B.RM-2105..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2105..ZN-T,zone air temp sensor
EBU3B.RM-2107..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2107..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2107..CLGPID-O,zone cooling cmd
EBU3B.RM-2107..DPR-C,discharge air damper cmd
EBU3B.RM-2107..DMPR-POS,discharge air damper sensor
EBU3B.RM-2107..HTGPID-O,zone heating cmd
EBU3B.RM-2107..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2107..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2107..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2107..OCC-CMD,zone occupied cmd
EBU3B.RM-2107..RH-VLV,reheat valve cmd
EBU3B.RM-2107..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2107..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2107..COMMONSP,zone air temp sp
EBU3B.RM-2107..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2107..ZN-T,zone air temp sensor
EBU3B.RM-2108..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2108..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2108..CLGPID-O,zone cooling cmd
EBU3B.RM-2108..DPR-C,discharge air damper cmd
EBU3B.RM-2108..DMPR-POS,discharge air damper sensor
EBU3B.RM-2108..HTGPID-O,zone heating cmd
EBU3B.RM-2108..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2108..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2108..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2108..OCC-CMD,zone occupied cmd
EBU3B.RM-2108..RH-VLV,reheat valve cmd
EBU3B.RM-2108..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2108..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2108..COMMONSP,zone air temp sp
EBU3B.RM-2108..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2108..ZN-T,zone air temp sensor
EBU3B.RM-2109..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2109..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2109..CLGPID-O,zone cooling cmd
EBU3B.RM-2109..DPR-C,discharge air damper cmd
EBU3B.RM-2109..DMPR-POS,discharge air damper sensor
EBU3B.RM-2109..HTGPID-O,zone heating cmd
EBU3B.RM-2109..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2109..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2109..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2109..OCC-CMD,zone occupied cmd
EBU3B.RM-2109..RH-VLV,reheat valve cmd
EBU3B.RM-2109..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2109..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2109..COMMONSP,zone air temp sp
EBU3B.RM-2109..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2109..ZN-T,zone air temp sensor
EBU3B.RM-2111..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2111..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2111..CLGPID-O,zone cooling cmd
EBU3B.RM-2111..DPR-C,discharge air damper cmd
EBU3B.RM-2111..DMPR-POS,discharge air damper sensor
EBU3B.RM-2111..HTGPID-O,zone heating cmd
EBU3B.RM-2111..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2111..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2111..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2111..OCC-CMD,zone occupied cmd
EBU3B.RM-2111..RH-VLV,reheat valve cmd
EBU3B.RM-2111..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2111..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2111..COMMONSP,zone air temp sp
EBU3B.RM-2111..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2111..ZN-T,zone air temp sensor
EBU3B.RM-2112..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2112..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2112..CLGPID-O,zone cooling cmd
EBU3B.RM-2112..DPR-C,discharge air damper cmd
EBU3B.RM-2112..DMPR-POS,discharge air damper sensor
EBU3B.RM-2112..HTGPID-O,zone heating cmd
EBU3B.RM-2112..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2112..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2112..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2112..OCC-CMD,zone occupied cmd
EBU3B.RM-2112..RH-VLV,reheat valve cmd
EBU3B.RM-2112..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2112..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2112..COMMONSP,zone air temp sp
EBU3B.RM-2112..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2112..ZN-T,zone air temp sensor
EBU3B.RM-2116..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2116..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2116..CLGPID-O,zone cooling cmd
EBU3B.RM-2116..DPR-C,discharge air damper cmd
EBU3B.RM-2116..DMPR-POS,discharge air damper sensor
EBU3B.RM-2116..HTGPID-O,zone heating cmd
EBU3B.RM-2116..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2116..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2116..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2116..OCC-CMD,zone occupied cmd
EBU3B.RM-2116..RH-VLV,reheat valve cmd
EBU3B.RM-2116..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2116..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2116..COMMONSP,zone air temp sp
EBU3B.RM-2116..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2116..ZN-T,zone air temp sensor
EBU3B.RM-2118..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2118..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2118..CLGPID-O,zone cooling cmd
